# Program:featureCounts v2.1.1; Command:"featureCounts" "-T" "2" "-p" "--countReadPairs" "-a" "/home/mila6004/Genomeanalysis/results/5_annotation/braker3/braker.gtf" "-s" "2" "-o" "featurecounts2.txt" "/home/mila6004/Genomeanalysis/results/6_expression_analysis/star/Control_1Aligned.sortedByCoord.out.bam" "/home/mila6004/Genomeanalysis/results/6_expression_analysis/star/Heat_1Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	/home/mila6004/Genomeanalysis/results/6_expression_analysis/star/Control_1Aligned.sortedByCoord.out.bam	/home/mila6004/Genomeanalysis/results/6_expression_analysis/star/Heat_1Aligned.sortedByCoord.out.bam
g1273	contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon	908412;909120;909422;909869;910163;910643;911027;911510;911958;912355;912671;912921;913331;913817;914388;914761;915041;915478;915830;916473;916797;917108;917780;918304;918890;919096;919509	908897;909278;909562;909967;910398;910757;911236;911701;912198;912413;912763;913100;913477;914020;914539;914852;915202;915671;915961;916579;916961;917194;917903;918570;919009;919368;919520	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4449	620	472
g1274	contig_22_pilon;contig_22_pilon	922829;924229	923383;924285	+;+	612	0	4
g1275	contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon	925132;925132;925776;925776;926237;926237;926566;926566;926792;927044;928647;928706;928752;929153;929153;929153;929531;929531;929531;930428;930428;930428;930717;930717;934962;934962;935527;935527;935872;935872;936614;936614;938561;938561;939518;939518;939939;939939;940235;940235;940318;940318;947973;947973	925165;925165;925946;925946;926397;926397;926642;926642;926872;927083;928847;928847;928847;929299;929299;929299;929787;929787;929787;930632;930594;930594;931084;931084;935177;935177;935748;935748;936183;936183;938393;938393;938832;938832;939744;939744;940005;940005;940274;940274;940627;940627;948351;948351	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	5567	311	592
g1276	contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon	948603;949691;949912;950171;950822	948962;949768;950011;950307;951031	+;+;+;+;+	885	244	128
g1277	contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon	952768;953036;954184;954195;954559;954559;954784;954784;955054;955054;955289;955289;955513;955513;956002;956002;956211;956211;968528;968816;969089;969332;970232	952910;953148;954265;954265;954604;954604;954892;954892;955145;955145;955351;955351;955631;955631;956077;956077;956267;956257;968727;969032;969192;970063;970878	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2800	127	177
g1278	contig_22_pilon	972826	973152	-	327	0	0
g1279	contig_22_pilon;contig_22_pilon	974225;975233	974876;975384	-;-	804	779	232
g1280	contig_22_pilon;contig_22_pilon	977014;977976	977665;978127	-;-	804	768	300
g1281	contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon	979065;979286;979493;979958;980215;980615;980958;981180;982349;982915	979108;979373;979618;980038;980329;980748;981029;981307;982806;983015	-;-;-;-;-;-;-;-;-;-	1347	193	111
g1282	contig_22_pilon;contig_22_pilon	983280;984004	983618;985098	+;+	1434	65	25
g1283	contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon	987920;987920;987920;988536;988536;988536;990492;990492;991338;991646;993807;994224;994536	988174;988174;988174;990275;989027;990275;990667;990667;991404;991834;994008;994329;994825	-;-;-;-;-;-;-;-;-;-;-;-;-	3025	0	1
g1284	contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon	996884;997178;997751;997786;998273;998273;998560;998560;998989;998989;999630;999834;1000134;1000481;1000992	996919;997226;998070;998070;998410;998410;998702;998702;999424;999399;999705;999882;1000229;1000591;1001095	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1558	126	145
g1285	contig_22_pilon;contig_22_pilon;contig_22_pilon	1002660;1004872;1009201	1004081;1005419;1009348	-;-;-	2118	29099	28789
g1286	contig_22_pilon	1009500	1010444	+	945	12	111
g1287	contig_22_pilon;contig_22_pilon;contig_22_pilon	1021617;1022834;1023085	1021795;1023030;1023431	-;-;-	723	5	12
g1288	contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon	1022912;1023096;1023508;1024027;1024794;1025157;1025626;1026028	1022937;1023467;1023593;1024234;1024845;1025407;1025762;1026134	+;+;+;+;+;+;+;+	1239	1604	616
g1289	contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon	1026900;1027158;1027587;1028545;1030000;1030302;1030682;1030898;1031675;1032049;1032374	1026967;1027248;1028012;1029537;1030056;1030316;1030778;1031128;1031935;1032259;1032626	-;-;-;-;-;-;-;-;-;-;-	2703	469	1776
g1290	contig_22_pilon	1032638	1032994	-	357	0	0
g1291	contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon	1043539;1043774;1044239;1044512;1045071	1043644;1043861;1044424;1044639;1045354	-;-;-;-;-	792	52	79
g1292	contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon	1045591;1045983;1046443;1046598;1049006	1045852;1046004;1046525;1047208;1049230	+;+;+;+;+	1203	83	121
g1293	contig_22_pilon	1049240	1049665	+	426	0	3
g1294	contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon	1050317;1051007;1051510;1051994;1052311;1052595;1052838;1053148;1053395	1050889;1051297;1051787;1052111;1052469;1052701;1052918;1053275;1053438	+;+;+;+;+;+;+;+;+	1779	108	123
g1295	contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon	1055275;1055758;1056422;1056797;1057254	1055457;1056166;1056609;1056886;1058303	-;-;-;-;-	1920	92	60
g1296	contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon	1059425;1062576;1063001;1063945;1064015;1064328	1059584;1062811;1063094;1063954;1064107;1064370	+;+;+;+;+;+	636	50	56
g1297	contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon	1071662;1072000;1073232;1073958;1076037;1076494;1076709;1077026;1077300;1077498;1077934;1078101;1078295;1078531;1078666;1079235;1079411;1079570;1079999	1071891;1072047;1073408;1074180;1076336;1076551;1076935;1077142;1077366;1077592;1078002;1078186;1078344;1078571;1078872;1079305;1079471;1079811;1080227	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2598	66	2
g1298	contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon	1081313;1081713;1082165;1082493;1082832;1083685;1084297;1084870;1085656;1086290;1086696;1087026;1087424;1088231;1088794;1089181;1089747;1092176;1092372;1092698;1093088;1093395;1093912;1094317;1094970;1095220;1095442;1095783	1081507;1081781;1082288;1082617;1083311;1084028;1084642;1085379;1085947;1086473;1086856;1087249;1087909;1088623;1088934;1089543;1091984;1092238;1092473;1092903;1093175;1093625;1094047;1094833;1095031;1095299;1095668;1096101	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	8706	891	849
g1299	contig_22_pilon;contig_22_pilon;contig_22_pilon	1096771;1097727;1099658	1097508;1097864;1099732	+;+;+	951	0	10
g1300	contig_22_pilon	1100779	1102779	-	2001	1511	2381
g1301	contig_22_pilon	1102797	1103093	+	297	113	157
g1302	contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon	1104842;1105011;1105250;1105533;1106186;1110509;1110516;1110968;1110968;1111504;1111504;1111817;1111817;1112135;1112135;1112521;1112521;1113209;1113209;1113556;1113724;1114497;1114714;1115294;1115525;1115779;1116047;1116287;1116742;1117033;1117893;1118147	1104895;1105115;1105322;1105621;1106657;1110598;1110598;1111041;1111041;1111675;1111675;1111981;1111981;1112242;1112242;1112630;1112630;1113458;1113447;1113620;1113873;1114583;1115000;1115378;1115660;1115930;1116173;1116426;1116807;1117554;1118030;1118257	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3828	643	994
g1303	contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon	1118387;1118387;1118650;1118650;1119130;1119130;1119259;1119259;1119485;1119794;1119794;1120084;1120084	1118457;1118457;1118851;1118851;1119213;1119213;1119345;1119345;1119526;1119898;1119898;1120164;1120164	+;+;+;+;+;+;+;+;+;+;+;+;+	672	139	123
g1304	contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon	1124725;1125157;1126147;1126875	1124868;1125964;1126351;1127049	-;-;-;-	1332	1	3
g1305	contig_22_pilon;contig_22_pilon	1134840;1135866	1135662;1136425	-;-	1383	3086	915
g1306	contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon	1136705;1137927;1138065;1138173;1138364;1138640	1136798;1137963;1138126;1138247;1138576;1138896	-;-;-;-;-;-	738	561	176
g1307	contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon	1152767;1153775;1153900;1154304;1155027;1155235;1155453	1153448;1153829;1154154;1154344;1155128;1155361;1155558	-;-;-;-;-;-;-	1368	604	1253
g1308	contig_22_pilon;contig_22_pilon;contig_22_pilon	1155813;1156006;1164388	1155886;1156172;1164656	+;+;+	510	0	0
g1309	contig_22_pilon	1194501	1195145	-	645	196	1112
g1310	contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon	1197252;1197565;1197815;1198124;1198455;1198691;1199292;1199765;1200234;1200816;1205747;1206037;1206449;1206701;1207276;1207519;1207729;1208104;1208303;1213074	1197386;1197624;1197890;1198245;1198529;1198829;1199380;1199907;1200325;1200901;1205844;1206173;1206533;1206920;1207465;1207592;1207807;1208169;1208382;1213259	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2232	47	37
g1311	contig_22_pilon;contig_22_pilon	1213282;1213587	1213545;1213754	+;+	432	0	20
g1312	contig_22_pilon;contig_22_pilon;contig_22_pilon	1221005;1221336;1221576	1221218;1221437;1221697	-;-;-	438	11	16
g1313	contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon	1222196;1223149;1223452;1223930	1222619;1223345;1223610;1224670	+;+;+;+	1521	180	895
g1314	contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon	1231807;1232225;1232420;1232696;1233048;1233347;1233526;1233809;1234049;1234275;1234647;1235165;1235739	1231941;1232284;1232500;1232850;1233132;1233415;1233605;1233854;1234144;1234385;1234850;1235376;1236138	-;-;-;-;-;-;-;-;-;-;-;-;-	1734	189	124
g1315	contig_22_pilon;contig_22_pilon;contig_22_pilon	1236171;1237232;1237488	1236174;1237395;1237766	-;-;-	447	8	9
g1316	contig_22_pilon;contig_22_pilon;contig_22_pilon	1246545;1246646;1247120	1246589;1246772;1247178	-;-;-	231	0	0
g1317	contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon	1246709;1246969;1247372;1248540;1248926;1249304;1249773;1250195;1250664;1251024;1251338;1251606;1251982;1254848;1255054;1255201;1255203;1256417;1256417	1246756;1247264;1247942;1248670;1248967;1249412;1249851;1250491;1250773;1251131;1251400;1251773;1252029;1254952;1255129;1255614;1255614;1256922;1256922	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3171	481	530
g1318	contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon	1257648;1258894;1259149;1259683;1260424;1260726;1261059;1261258;1261554;1262015;1262406;1262809	1258450;1258983;1259463;1259893;1260499;1260805;1261154;1261329;1261751;1262217;1262586;1263372	-;-;-;-;-;-;-;-;-;-;-;-	2889	551	135
g1319	contig_22_pilon;contig_22_pilon;contig_22_pilon	1264632;1264936;1265147	1264787;1265091;1265461	+;+;+	627	0	0
g1320	contig_22_pilon	1268459	1269274	-	816	178	401
g1321	contig_22_pilon	1269542	1270027	-	486	0	0
g1322	contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon	1272915;1274634;1274992;1275627	1273631;1274726;1275287;1275822	-;-;-;-	1302	113	35
g1323	contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon	1276378;1276794;1277007;1277191	1276407;1276879;1277107;1277543	+;+;+;+	570	40	9
g1324	contig_22_pilon	1284146	1284631	-	486	498	700
g1325	contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon	1284677;1285047;1285239;1285382	1284850;1285153;1285330;1286730	+;+;+;+	1722	126	239
g1326	contig_22_pilon	1288600	1289007	+	408	0	2
g1327	contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon	1289549;1289890;1290185;1290619;1290877;1294275;1294915;1295415;1295788;1296061;1296296;1296598;1297046;1297297;1297675;1297885;1298278;1298735;1299167	1289728;1290057;1290419;1290695;1291314;1294634;1295082;1295477;1295856;1296141;1296374;1296743;1297129;1297364;1297756;1297998;1298396;1298821;1299311	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2763	26	28
g1328	contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon	1299502;1299664;1299927;1300269	1299587;1299744;1300129;1300468	-;-;-;-	570	0	3
g1329	contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon	1301106;1301471;1302204;1302676;1302891;1303473;1303798;1304102;1304614;1305068;1305477;1305907;1306867;1307277;1308084;1308336;1308731	1301349;1301814;1302403;1302788;1303319;1303555;1303866;1304497;1304660;1305381;1305592;1305948;1306941;1307902;1308216;1308443;1308838	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3447	105	211
g1330	contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon	1311481;1311481;1312490;1312490;1312687;1313021;1313370	1311955;1311955;1312698;1312637;1312711;1313232;1313400	-;-;-;-;-;-;-	940	7992	2193
g1331	contig_22_pilon;contig_22_pilon	1313503;1313710	1313651;1313824	+;+	264	0	0
g1332	contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon	1315286;1315548;1315747;1316537	1315402;1315609;1315846;1316791	-;-;-;-	534	8	21
g1333	contig_22_pilon	1318005	1318490	+	486	1016	1362
g1334	contig_22_pilon	1319934	1320236	+	303	7	81
g1335	contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon	1323540;1323991;1324422;1324920;1325231;1325804;1326197;1326620;1327089;1327330;1327851;1328089;1328487;1328616	1323782;1324146;1324539;1325029;1325449;1325931;1326308;1326812;1327174;1327522;1327961;1328245;1328504;1328736	-;-;-;-;-;-;-;-;-;-;-;-;-;-	1965	395	385
g1336	contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon	1328791;1331534;1331934;1332430;1332918;1333226;1333712;1334082;1334522	1329289;1331596;1332128;1332529;1333038;1333347;1333833;1334241;1334684	+;+;+;+;+;+;+;+;+	1545	307	389
g1337	contig_22_pilon;contig_22_pilon;contig_22_pilon	1336609;1338327;1338597	1338079;1338509;1338661	-;-;-	1719	59	77
g1338	contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon	1338694;1338694;1339106;1339106;1346900;1347318;1347764	1339040;1339040;1339397;1339380;1347067;1347408;1347812	+;+;+;+;+;+;+	947	20	27
g1339	contig_22_pilon;contig_22_pilon	1348227;1348525	1348435;1348936	+;+	621	66	34
g1340	contig_22_pilon;contig_22_pilon	1352386;1353976	1352716;1354397	-;-	753	0	0
g1341	contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon	1354442;1356183;1357294;1358581;1362337	1354672;1356383;1357612;1358898;1362863	-;-;-;-;-	1596	8	11
g1342	contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon	1362933;1363060;1363827;1364112;1364416;1364788;1365239;1366361;1366836;1367257;1367806;1368139;1368562;1368821;1368987;1369672	1362977;1363242;1363894;1364238;1364507;1364977;1365522;1366605;1366931;1367378;1367907;1368248;1368649;1368878;1369023;1369948	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2124	97	190
g1343	contig_22_pilon;contig_22_pilon;contig_22_pilon	1376288;1376470;1376821	1376377;1376620;1378079	+;+;+	1500	1094	1933
g1344	contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon	1379297;1380211;1380613;1380916;1381286;1381582;1381980;1382214;1382570;1382830;1383374	1379497;1380323;1380680;1381032;1381406;1381654;1382079;1382305;1382705;1382924;1383583	-;-;-;-;-;-;-;-;-;-;-	1326	190	214
g1345	contig_22_pilon;contig_22_pilon	1383671;1384322	1384152;1384457	-;-	618	13	23
g1346	contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon	1386842;1386990;1387686;1388039;1389086;1389349;1389926;1390344	1386881;1387161;1387876;1388364;1389277;1389795;1390071;1390563	+;+;+;+;+;+;+;+	1734	0	1
g1347	contig_22_pilon	1394930	1395202	-	273	0	0
g1348	contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon	1395417;1397405;1400091;1400424;1400856	1396444;1397645;1400298;1400744;1401133	-;-;-;-;-	2076	2	20
g1349	contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon	1401689;1402261;1402676;1403088;1403578;1404267	1401972;1402516;1402877;1403235;1404114;1404348	+;+;+;+;+;+	1509	76	170
g1350	contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon	1405313;1405741;1406238;1406895	1405522;1405898;1406351;1407165	-;-;-;-	753	548	3193
g1351	contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon	1407224;1407366;1407907;1408161;1409112;1411517	1407321;1407539;1408066;1408700;1409193;1412304	+;+;+;+;+;+	1842	578	1361
g1352	contig_22_pilon;contig_22_pilon	1411414;1411515	1411430;1412304	+;+	807	0	0
g1353	contig_22_pilon	1411876	1412304	+	429	0	0
g1354	contig_22_pilon	1414450	1415529	-	1080	9	5
g1355	contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon	1417084;1417281;1417644;1417847;1418095;1418302;1419011	1417188;1417328;1417692;1417899;1418190;1418401;1419288	-;-;-;-;-;-;-	729	90	79
g1356	contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon	1419364;1419364;1419681;1419681;1425051;1425424;1425642	1419478;1419478;1419874;1419920;1425232;1425522;1425671	-;-;-;-;-;-;-	666	13	16
g1357	contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon	1425988;1426236;1427139;1427590;1428079;1428533;1428847;1429105;1429401;1429843;1430136	1426110;1426299;1427434;1427804;1428190;1428583;1428918;1429237;1429459;1429943;1430286	+;+;+;+;+;+;+;+;+;+;+	1377	119	285
g1358	contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon	1431592;1432086;1432325;1432331	1431901;1432231;1432837;1432837	-;-;-;-	969	21	39
g1359	contig_22_pilon;contig_22_pilon	1432871;1433173	1433132;1433750	-;-	840	9	5
g1360	contig_22_pilon	1433765	1434112	-	348	3	5
g1361	contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon	1434154;1434321;1434551;1434841	1434227;1434506;1434663;1434887	+;+;+;+	420	2	3
g1362	contig_22_pilon;contig_22_pilon;contig_22_pilon	1436918;1437925;1438125	1437679;1437980;1438236	-;-;-	930	695	786
g1363	contig_22_pilon;contig_22_pilon;contig_22_pilon	1439949;1440538;1441352	1440202;1440622;1441405	-;-;-	393	238	138
g1364	contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon	1441948;1442234;1442521;1442875;1443132	1442107;1442394;1442604;1443010;1443253	+;+;+;+;+	663	155	51
g1365	contig_22_pilon;contig_22_pilon	1444384;1444714	1444578;1445325	+;+	807	9658	2124
g1366	contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon	1446881;1449423;1449538;1450245;1451474;1453742;1454002;1454004;1454572;1454572	1447276;1449497;1449637;1451312;1451861;1453842;1454168;1454168;1454757;1454757	+;+;+;+;+;+;+;+;+;+	2481	18729	13906
g1367	contig_22_pilon;contig_22_pilon;contig_22_pilon	1456594;1456792;1457309	1456672;1456979;1457326	-;-;-	285	44	57
g1368	contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon	1457955;1457955;1458270;1458270;1459298;1459298;1459761	1458155;1458155;1458344;1458344;1459666;1459660;1459766	+;+;+;+;+;+;+	651	1049	367
g1369	contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon;contig_22_pilon	1460685;1461083;1461328;1461654;1461904;1462188;1462583;1463166;1463355;1463828;1464175	1460829;1461209;1461505;1461763;1462019;1462452;1462934;1463243;1463579;1463844;1464178	-;-;-;-;-;-;-;-;-;-;-	1617	2927	919
g1370	contig_22_pilon	1464695	1465066	+	372	2	5
g1371	contig_22_pilon	1466194	1467585	-	1392	89	65
g1372	contig_22_pilon	1468802	1470112	+	1311	24	11
